source,target,weight,layer
BRIX1,RPP38,0.827,DEG_HTN
BRIX1,POLR2E,0.834,DEG_HTN
BRIX1,DNTTIP2,0.854,DEG_HTN
BRIX1,DKC1,0.87,DEG_HTN
BRIX1,WDR43,0.887,DEG_HTN
BRIX1,UTP11,0.931,DEG_HTN
BRIX1,GNL2,0.943,DEG_HTN
BRIX1,FTSJ3,0.97,DEG_HTN
BRIX1,NSA2,0.987,DEG_HTN
BRIX1,NOC3L,0.997,DEG_HTN
BRIX1,EBNA1BP2,0.999,DEG_HTN
BST2,BTRC,0.754,DEG_HTN
BST2,MX2,0.801,DEG_HTN
BTNL3,XDH,0.969,DEG_HTN
BTNL8,XDH,0.969,DEG_HTN
BTRC,BST2,0.754,DEG_HTN
BTRC,MDM2,0.96,DEG_HTN
BTRC,CUL3,0.932,DEG_HTN
BTRC,LEF1,0.744,DEG_HTN
BTRC,RPS27A,0.904,DEG_HTN
BTRC,CUL1,0.999,DEG_HTN
BTRC,BORA,0.754,DEG_HTN
BTRC,HNRNPU,0.84,DEG_HTN
BTRC,UBC,0.934,DEG_HTN
BTRC,IKBKB,0.95,DEG_HTN
BTRC,UBE2D2,0.99,DEG_HTN
BUB3,CENPA,0.863,DEG_HTN
BUB3,HDAC1,0.717,DEG_HTN
BUB3,DSN1,0.76,DEG_HTN
BUB3,MAPRE1,0.78,DEG_HTN
BUB3,ZNF207,0.997,DEG_HTN
BUD31,AQR,0.998,DEG_HTN
BUD31,RBM22,0.999,DEG_HTN
BUD31,SNRPB2,0.997,DEG_HTN
BUD31,DHX8,0.997,DEG_HTN
BUD31,LSM3,0.902,DEG_HTN
BUD31,EEF2,0.71,DEG_HTN
BUD31,SNRNP200,0.995,DEG_HTN
BUD31,SF3B2,0.994,DEG_HTN
BUD31,NCBP2,0.809,DEG_HTN
BUD31,CIR1,0.805,DEG_HTN
BUD31,SNRPD2,0.999,DEG_HTN
BUD31,CDC40,0.999,DEG_HTN
BUD31,RNF113A,0.982,DEG_HTN
BUD31,RBM41,0.768,DEG_HTN
BUD31,LSM2,0.867,DEG_HTN
BUD31,DHX16,0.977,DEG_HTN
BUD31,LSM5,0.841,DEG_HTN
BUD31,SNW1,0.999,DEG_HTN
C11orf68,EIF4H,0.822,DEG_HTN
C12orf43,CINP,0.774,DEG_HTN
C12orf49,MBTPS1,0.799,DEG_HTN
C3,CPB2,0.807,DEG_HTN
C3,TTR,0.782,DEG_HTN
C3,F7,0.702,DEG_HTN
C3,CD19,0.706,DEG_HTN
C3,F11,0.717,DEG_HTN
C3,C8A,0.816,DEG_HTN
C3,F2,0.874,DEG_HTN
C3,CFHR3,0.991,DEG_HTN
C8A,C3,0.816,DEG_HTN
C8A,BAK1,0.72,DEG_HTN
C8A,C8G,0.999,DEG_HTN
C8G,C8A,0.999,DEG_HTN
CA4,CYP24A1,0.77,DEG_HTN
CA4,FSCN2,0.719,DEG_HTN
CACNA1H,GNB2,0.829,DEG_HTN
CACNA1H,CACNB1,0.761,DEG_HTN
CACNA1H,CACNA2D2,0.82,DEG_HTN
CACNA1H,CAV3,0.908,DEG_HTN
CACNA2D2,CACNA1H,0.82,DEG_HTN
CACNA2D2,CACNB1,0.947,DEG_HTN
CACNB1,CACNA1H,0.761,DEG_HTN
CACNB1,CACNA2D2,0.947,DEG_HTN
CADM3,NECTIN3,0.935,DEG_HTN
CALCA,RAMP3,0.986,DEG_HTN
CALCA,ADM,0.982,DEG_HTN
CALCOCO2,NIPSNAP1,0.712,DEG_HTN
CALCOCO2,NBR1,0.951,DEG_HTN
CALCOCO2,UBC,0.862,DEG_HTN
CAP1,CAPZB,0.73,DEG_HTN
CAP1,DBN1,0.801,DEG_HTN
CAPZA1,DCTN6,0.974,DEG_HTN
CAPZA1,WASHC3,0.948,DEG_HTN
CAPZA1,ARPC2,0.711,DEG_HTN
CAPZA1,SEPTIN7,0.776,DEG_HTN
CAPZA1,CAPZB,0.999,DEG_HTN
CAPZB,MYH9,0.791,DEG_HTN
CAPZB,DCTN6,0.98,DEG_HTN
CAPZB,WASHC3,0.943,DEG_HTN
CAPZB,CAPZA1,0.999,DEG_HTN
CAPZB,ARPC2,0.88,DEG_HTN
CAPZB,CAP1,0.73,DEG_HTN
CAPZB,DBN1,0.829,DEG_HTN
CAPZB,VPS45,0.798,DEG_HTN
CARM1,H3-3B,0.975,DEG_HTN
CARM1,TDRD3,0.749,DEG_HTN
CARM1,MAPK11,0.914,DEG_HTN
CARM1,NCOA1,0.976,DEG_HTN
CARS2,KARS1,0.809,DEG_HTN
CARS2,MARS1,0.842,DEG_HTN
CARS2,VARS1,0.892,DEG_HTN
CARS2,CBS,0.932,DEG_HTN
CASP4,AIM2,0.876,DEG_HTN
CASP4,NLRP1,0.887,DEG_HTN
CASS4,PICALM,0.728,DEG_HTN
CAV3,STX1A,0.868,DEG_HTN
CAV3,EGFR,0.931,DEG_HTN
CAV3,KCNE2,0.792,DEG_HTN
CAV3,CACNA1H,0.908,DEG_HTN
CAV3,HSP90AA1,0.848,DEG_HTN
CAV3,ANXA6,0.847,DEG_HTN
CAV3,ANXA2,0.898,DEG_HTN
CAV3,DAG1,0.994,DEG_HTN
CBS,CARS2,0.932,DEG_HTN
CBS,SHMT2,0.972,DEG_HTN
CBS,SRR,0.948,DEG_HTN
CBS,MTR,0.994,DEG_HTN
CBS,CTH,0.999,DEG_HTN
CBS,MSRB2,0.721,DEG_HTN
CBS,CNNM4,0.839,DEG_HTN
CBS,MTHFD1,0.87,DEG_HTN
CBS,MPST,0.927,DEG_HTN
CBX1,PCGF1,0.75,DEG_HTN
CBX1,H3-3B,0.998,DEG_HTN
CBX1,SETDB1,0.851,DEG_HTN
CBX1,CBX3,0.911,DEG_HTN
CBX1,HDAC1,0.877,DEG_HTN
CBX1,DSN1,0.726,DEG_HTN
CBX3,H3-3B,0.999,DEG_HTN
CBX3,SETDB1,0.798,DEG_HTN
CBX3,CENPA,0.706,DEG_HTN
CBX3,KDM5B,0.726,DEG_HTN
CBX3,E2F1,0.742,DEG_HTN
CBX3,HNRNPA2B1,0.824,DEG_HTN
CBX3,XRCC6,0.86,DEG_HTN
CBX3,DSN1,0.895,DEG_HTN
CBX3,CBX1,0.911,DEG_HTN
CBX3,HDAC1,0.963,DEG_HTN
CBX6,PCGF1,0.989,DEG_HTN
CBX6,H3-3B,0.982,DEG_HTN
CBX6,UBAP2L,0.9,DEG_HTN
CCNE1,CHEK1,0.704,DEG_HTN
CCNE1,EGFR,0.752,DEG_HTN
CCNE1,NPAT,0.785,DEG_HTN
CCNE1,CUL3,0.816,DEG_HTN
CCNE1,CCNH,0.825,DEG_HTN
CCNE1,E2F1,0.942,DEG_HTN
CCNE1,CUL1,0.959,DEG_HTN
CCNH,CDK13,0.907,DEG_HTN
CCNH,POLR2I,0.93,DEG_HTN
CCNH,MED28,0.905,DEG_HTN
CCNH,GTF2H4,0.999,DEG_HTN
CCNH,CCNE1,0.825,DEG_HTN
CCNH,XPC,0.795,DEG_HTN
CCNH,MED7,0.876,DEG_HTN
CCNH,RAD23B,0.832,DEG_HTN
CCNH,TAF11,0.902,DEG_HTN
CCNH,GTF2A2,0.949,DEG_HTN
CCNH,POLR2H,0.926,DEG_HTN
CCNH,POLR2E,0.94,DEG_HTN
CCNH,H4C4,0.805,DEG_HTN
CCP110,CEP290,0.997,DEG_HTN
CCR3,CCR7,0.946,DEG_HTN
CCR3,CXCR2,0.776,DEG_HTN
CCR3,CXCL14,0.747,DEG_HTN
CCR3,CXCL12,0.931,DEG_HTN
CCR3,CD8A,0.763,DEG_HTN
CCR3,ARRB2,0.779,DEG_HTN
CCR3,ARRB1,0.772,DEG_HTN
CCR7,FAS,0.721,DEG_HTN
CCR7,B3GAT1,0.722,DEG_HTN
CCR7,CD3E,0.744,DEG_HTN
CCR7,CXCL14,0.768,DEG_HTN
CCR7,NAALADL1,0.779,DEG_HTN
CCR7,CXCR2,0.782,DEG_HTN
CCR7,KLF2,0.804,DEG_HTN
CCR7,LTB,0.814,DEG_HTN
CCR7,ARRB1,0.859,DEG_HTN
CCR7,ARRB2,0.868,DEG_HTN
CCR7,PTPRC,0.877,DEG_HTN
CCR7,CD19,0.88,DEG_HTN
CCR7,CD27,0.923,DEG_HTN
CCR7,CD8A,0.941,DEG_HTN
CCR7,SELL,0.942,DEG_HTN
CCR7,CCR3,0.946,DEG_HTN
CCR7,CXCL12,0.999,DEG_HTN
CCT5,MKKS,0.99,DEG_HTN
CCT5,LONP2,0.711,DEG_HTN
CCT5,WRAP53,0.719,DEG_HTN
CCT5,HSPA5,0.727,DEG_HTN
CCT5,TUBA1A,0.731,DEG_HTN
CCT5,RACK1,0.738,DEG_HTN
CCT5,RPL5,0.738,DEG_HTN
CCT5,PSMD2,0.794,DEG_HTN
CCT5,TUBA1B,0.8,DEG_HTN
CCT5,HSP90AA1,0.868,DEG_HTN
CCT5,TUBB2A,0.93,DEG_HTN
CCT5,HSPA8,0.948,DEG_HTN
CCT5,TRAF3IP3,0.994,DEG_HTN
CD14,PLCG2,0.707,DEG_HTN
CD151,EGFR,0.944,DEG_HTN
CD151,ANXA2,0.813,DEG_HTN
CD151,HSP90AA1,0.834,DEG_HTN
CD151,CD63,0.939,DEG_HTN
CD180,LY86,0.999,DEG_HTN
CD19,CD22,0.992,DEG_HTN
CD19,BLNK,0.932,DEG_HTN
CD19,C3,0.706,DEG_HTN
CD19,CCR7,0.88,DEG_HTN
CD19,CD72,0.78,DEG_HTN
CD19,CD27,0.955,DEG_HTN
CD19,FAS,0.702,DEG_HTN
CD19,NAALADL1,0.706,DEG_HTN
CD19,CD58,0.71,DEG_HTN
CD19,FCMR,0.736,DEG_HTN
CD19,SHMT2,0.784,DEG_HTN
CD19,POU2AF1,0.806,DEG_HTN
CD19,CD3E,0.809,DEG_HTN
CD19,FCGR1A,0.821,DEG_HTN
CD19,IL21R,0.823,DEG_HTN
CD19,SELL,0.838,DEG_HTN
CD19,SDC1,0.856,DEG_HTN
CD19,TCL1A,0.887,DEG_HTN
CD19,GRB2,0.892,DEG_HTN
CD19,PLCG2,0.899,DEG_HTN
CD19,CD8A,0.913,DEG_HTN
CD19,PAX5,0.918,DEG_HTN
CD19,VAV3,0.921,DEG_HTN
CD19,PTPRC,0.921,DEG_HTN
CD19,MME,0.954,DEG_HTN
CD19,CD79B,0.991,DEG_HTN
CD19,LYN,0.999,DEG_HTN
CD22,BLNK,0.75,DEG_HTN
CD22,GRB2,0.783,DEG_HTN
CD22,PAX5,0.796,DEG_HTN
CD22,MME,0.841,DEG_HTN
CD22,CD72,0.888,DEG_HTN
CD22,CD79B,0.96,DEG_HTN
CD22,LYN,0.97,DEG_HTN
CD22,CD19,0.992,DEG_HTN
CD22,PTPRC,0.999,DEG_HTN
CD244,CD8A,0.722,DEG_HTN
CD27,TNFRSF1A,0.715,DEG_HTN
CD27,CCR7,0.923,DEG_HTN
CD27,TRAF5,0.726,DEG_HTN
CD27,TNFSF14,0.7,DEG_HTN
CD27,CD8B,0.716,DEG_HTN
CD27,SDC1,0.726,DEG_HTN
CD27,NAALADL1,0.731,DEG_HTN
CD27,IL21R,0.732,DEG_HTN
CD27,PVR,0.744,DEG_HTN
CD27,CD3E,0.787,DEG_HTN
CD27,PTPRC,0.804,DEG_HTN
CD27,FAS,0.804,DEG_HTN
CD27,SELL,0.828,DEG_HTN
CD27,B3GAT1,0.861,DEG_HTN
CD27,CD8A,0.937,DEG_HTN
CD27,CD19,0.955,DEG_HTN
CD320,MTR,0.816,DEG_HTN
CD3E,CCR7,0.744,DEG_HTN
CD3E,CD27,0.787,DEG_HTN
CD3E,CD96,0.728,DEG_HTN
CD3E,CD19,0.809,DEG_HTN
CD3E,CD8B,0.99,DEG_HTN
CD3E,PTPRC,0.912,DEG_HTN
CD3E,CD8A,0.995,DEG_HTN
CD3E,CD3G,0.999,DEG_HTN
CD3G,CD8B,0.988,DEG_HTN
CD3G,CD3E,0.999,DEG_HTN
CD3G,FCGR1A,0.837,DEG_HTN
CD3G,CD8A,0.989,DEG_HTN
CD3G,PTPRC,0.857,DEG_HTN
CD3G,PTCRA,0.792,DEG_HTN
CD58,CD19,0.71,DEG_HTN
CD58,PTPRC,0.708,DEG_HTN
CD58,CD8A,0.767,DEG_HTN
CD63,EGFR,0.867,DEG_HTN
CD63,LAPTM5,0.734,DEG_HTN
CD63,CD151,0.939,DEG_HTN
CD63,HSP90AA1,0.829,DEG_HTN
CD63,ANXA2,0.985,DEG_HTN
CD63,FLOT2,0.741,DEG_HTN
CD63,RAB27A,0.84,DEG_HTN
CD63,AP4M1,0.713,DEG_HTN
CD63,HSPA8,0.774,DEG_HTN
CD72,CD22,0.888,DEG_HTN
CD72,BLNK,0.715,DEG_HTN
CD72,CD19,0.78,DEG_HTN
CD72,CD79B,0.801,DEG_HTN
CD72,PLXNB1,0.846,DEG_HTN
CD79B,CD22,0.96,DEG_HTN
CD79B,BLNK,0.961,DEG_HTN
CD79B,CD72,0.801,DEG_HTN
CD79B,CD19,0.991,DEG_HTN
CD79B,PAX5,0.86,DEG_HTN
CD79B,PTPRC,0.729,DEG_HTN
CD79B,POU2AF1,0.812,DEG_HTN
CD79B,PLCG2,0.825,DEG_HTN
CD79B,LYN,0.997,DEG_HTN
CD8A,TNFRSF1A,0.766,DEG_HTN
CD8A,CCR7,0.941,DEG_HTN
CD8A,KLF2,0.732,DEG_HTN
CD8A,MTUS1,0.78,DEG_HTN
CD8A,CD27,0.937,DEG_HTN
CD8A,RAG1,0.859,DEG_HTN
CD8A,CD19,0.913,DEG_HTN
CD8A,CD8B,0.999,DEG_HTN
CD8A,IL21R,0.768,DEG_HTN
CD8A,NAALADL1,0.713,DEG_HTN
CD8A,CD3E,0.995,DEG_HTN
CD8A,TLR1,0.749,DEG_HTN
CD8A,CD244,0.722,DEG_HTN
CD8A,CD58,0.767,DEG_HTN
CD8A,TLR7,0.782,DEG_HTN
CD8A,CXCL12,0.701,DEG_HTN
CD8A,PECAM1,0.748,DEG_HTN
CD8A,CCR3,0.763,DEG_HTN
CD8A,FAS,0.841,DEG_HTN
CD8A,B3GAT1,0.856,DEG_HTN
CD8A,SELL,0.932,DEG_HTN
CD8A,PTPRC,0.969,DEG_HTN
CD8A,CD8B2,0.982,DEG_HTN
CD8A,CD3G,0.989,DEG_HTN
CD8B,CD27,0.716,DEG_HTN
CD8B,CD3G,0.988,DEG_HTN
CD8B,CD3E,0.99,DEG_HTN
CD8B,CD8A,0.999,DEG_HTN
CD8B2,CD8A,0.982,DEG_HTN
CD96,CD3E,0.728,DEG_HTN
CD96,PVR,0.999,DEG_HTN
CDC40,AQR,0.999,DEG_HTN
CDC40,RBM22,0.999,DEG_HTN
CDC40,PABPN1,0.814,DEG_HTN
CDC40,SNRPB2,0.997,DEG_HTN
CDC40,DHX8,0.999,DEG_HTN
CDC40,DNAJC8,0.809,DEG_HTN
CDC40,SDHA,0.782,DEG_HTN
CDC40,SNRNP200,0.996,DEG_HTN
CDC40,GCFC2,0.829,DEG_HTN
CDC40,SF3B2,0.968,DEG_HTN
CDC40,NCBP2,0.935,DEG_HTN
CDC40,CIR1,0.824,DEG_HTN
CDC40,SNRPD2,0.999,DEG_HTN
CDC40,PQBP1,0.804,DEG_HTN
CDC40,FAM50A,0.807,DEG_HTN
CDC40,IK,0.821,DEG_HTN
CDC40,RNF113A,0.987,DEG_HTN
CDC40,DHX16,0.997,DEG_HTN
CDC40,BUD31,0.999,DEG_HTN
CDC40,SNW1,0.999,DEG_HTN
CDCP1,EGFR,0.806,DEG_HTN
CDCP1,PRKCD,0.81,DEG_HTN
CDH20,CDH8,0.762,DEG_HTN
CDH20,CDH6,0.796,DEG_HTN
CDH6,CDH20,0.796,DEG_HTN
CDH8,CDH20,0.762,DEG_HTN
CDHR1,GUCY2D,0.748,DEG_HTN
CDHR1,PITPNM3,0.727,DEG_HTN
CDHR1,ABCA4,0.763,DEG_HTN
CDHR1,RPGRIP1,0.756,DEG_HTN
CDIPT,PLCG2,0.903,DEG_HTN
CDIPT,PI4KA,0.976,DEG_HTN
CDK11A,HSP90AA1,0.769,DEG_HTN
CDK13,SUPT6H,0.789,DEG_HTN
CDK13,CCNH,0.907,DEG_HTN
CELA3B,CPA2,0.822,DEG_HTN
CENPA,OIP5,0.981,DEG_HTN
CENPA,PIMREG,0.863,DEG_HTN
CENPA,H3-3B,0.971,DEG_HTN
CENPA,MELK,0.882,DEG_HTN
CENPA,ERCC6L,0.772,DEG_HTN
CENPA,CBX3,0.706,DEG_HTN
CENPA,CHEK1,0.797,DEG_HTN
CENPA,DEPDC1,0.858,DEG_HTN
CENPA,BUB3,0.863,DEG_HTN
CENPA,DSN1,0.925,DEG_HTN
CENPA,ITGB3BP,0.946,DEG_HTN
CENPA,H4C4,0.967,DEG_HTN
CEP290,TULP1,0.711,DEG_HTN
CEP290,GUCY2D,0.774,DEG_HTN
CEP290,ABCA4,0.711,DEG_HTN
CEP290,CCP110,0.997,DEG_HTN
CEP290,RPGRIP1,0.951,DEG_HTN
CEP290,IFT140,0.723,DEG_HTN
CFHR3,C3,0.991,DEG_HTN
CHEK1,OIP5,0.743,DEG_HTN
CHEK1,PKMYT1,0.715,DEG_HTN
CHEK1,CCNE1,0.704,DEG_HTN
CHEK1,MELK,0.873,DEG_HTN
CHEK1,CUL1,0.9,DEG_HTN
CHEK1,HSP90AA1,0.891,DEG_HTN
CHEK1,RAD51C,0.731,DEG_HTN
CHEK1,CENPA,0.797,DEG_HTN
CHEK1,KAT5,0.759,DEG_HTN
CHEK1,E2F1,0.764,DEG_HTN
CHEK1,XRCC6,0.913,DEG_HTN
CHEK1,TOP1,0.743,DEG_HTN
CHEK1,XRCC5,0.879,DEG_HTN
CHEK1,YWHAZ,0.737,DEG_HTN
CHML,RAB11A,0.717,DEG_HTN
CHML,RAB17,0.745,DEG_HTN
CHML,RAB31,0.864,DEG_HTN
CHML,RAB27A,0.921,DEG_HTN
CHMP7,IST1,0.949,DEG_HTN
CHRNA2,CHRNB4,0.918,DEG_HTN
CHRNA2,PNOC,0.758,DEG_HTN
CHRNB4,CHRNA2,0.918,DEG_HTN
CINP,PAF1,0.744,DEG_HTN
CINP,C12orf43,0.774,DEG_HTN
CIR1,RBM22,0.857,DEG_HTN
CIR1,SAP30L,0.827,DEG_HTN
CIR1,BUD31,0.805,DEG_HTN
CIR1,CDC40,0.824,DEG_HTN
CIR1,HDAC1,0.921,DEG_HTN
CIR1,SNW1,0.954,DEG_HTN
CKMT2,LDHAL6B,0.74,DEG_HTN
CLEC5A,MGAM,0.74,DEG_HTN
CLPP,TFAM,0.723,DEG_HTN
CLPP,SDHA,0.785,DEG_HTN
CLPP,LONP2,0.799,DEG_HTN
CLPP,SDHB,0.837,DEG_HTN
CLTA,AFTPH,0.921,DEG_HTN
CLTA,HSPA8,0.732,DEG_HTN
CLTA,ITSN1,0.824,DEG_HTN
CLTA,ITSN2,0.892,DEG_HTN
CLTA,HIP1,0.913,DEG_HTN
CLTA,PICALM,0.922,DEG_HTN
CLTA,CLTC,0.999,DEG_HTN
CLTC,AFTPH,0.932,DEG_HTN
CLTC,CLTA,0.999,DEG_HTN
CLTC,AP3B1,0.756,DEG_HTN
CLTC,EGFR,0.707,DEG_HTN
CLTC,HIP1,0.98,DEG_HTN
CLTC,ITSN2,0.873,DEG_HTN
CLTC,AMPH,0.961,DEG_HTN
CLTC,ITSN1,0.912,DEG_HTN
CLTC,PICALM,0.971,DEG_HTN
CLTC,SEC31A,0.808,DEG_HTN
CLTC,ARRB2,0.933,DEG_HTN
CLTC,ARRB1,0.958,DEG_HTN
CLTC,HSPA8,0.883,DEG_HTN
CLTC,TOM1L1,0.92,DEG_HTN
CNNM4,CBS,0.839,DEG_HTN
COL11A1,MMP11,0.732,DEG_HTN
COL11A1,COL1A1,0.965,DEG_HTN
COL11A1,LUM,0.949,DEG_HTN
COL11A1,COL6A3,0.826,DEG_HTN
COL11A1,COL4A2,0.715,DEG_HTN
COL15A1,COL1A1,0.713,DEG_HTN
COL15A1,COL4A2,0.777,DEG_HTN
COL1A1,ITGB7,0.708,DEG_HTN
COL1A1,IBSP,0.713,DEG_HTN
COL1A1,COL15A1,0.713,DEG_HTN
COL1A1,SOX9,0.715,DEG_HTN
COL1A1,TGFBI,0.716,DEG_HTN
COL1A1,SDC1,0.815,DEG_HTN
COL1A1,ALPL,0.826,DEG_HTN
COL1A1,ITGB5,0.859,DEG_HTN
COL1A1,POSTN,0.903,DEG_HTN
COL1A1,COL11A1,0.965,DEG_HTN
COL1A1,CRTAP,0.971,DEG_HTN
COL1A1,COL6A3,0.974,DEG_HTN
COL1A1,LUM,0.981,DEG_HTN
COL4A2,COL6A3,0.792,DEG_HTN
COL4A2,ITGB5,0.857,DEG_HTN
COL4A2,COL11A1,0.715,DEG_HTN
COL4A2,SDC1,0.721,DEG_HTN
COL4A2,COL15A1,0.777,DEG_HTN
COL6A3,COL1A1,0.974,DEG_HTN
COL6A3,LUM,0.853,DEG_HTN
COL6A3,ITGB7,0.709,DEG_HTN
COL6A3,COL4A2,0.792,DEG_HTN
COL6A3,POSTN,0.819,DEG_HTN
COL6A3,COL11A1,0.826,DEG_HTN
COL6A3,ITGB5,0.835,DEG_HTN
COQ10B,COQ8A,0.726,DEG_HTN
COQ8A,COQ10B,0.726,DEG_HTN
CORO1A,NCF4,0.724,DEG_HTN
CORO1A,LAPTM5,0.729,DEG_HTN
CPA2,CELA3B,0.822,DEG_HTN
CPB2,F11,0.763,DEG_HTN
CPB2,F7,0.763,DEG_HTN
CPB2,SERPINE1,0.774,DEG_HTN
CPB2,A2M,0.805,DEG_HTN
CPB2,C3,0.807,DEG_HTN
CPB2,CPE,0.846,DEG_HTN
CPB2,F2,0.992,DEG_HTN
CPE,CPB2,0.846,DEG_HTN
CPE,BDNF,0.747,DEG_HTN
CRBN,MDM2,0.7,DEG_HTN
CRBN,CUL1,0.73,DEG_HTN
CRBN,LONP2,0.856,DEG_HTN
CRBN,ZFP91,0.988,DEG_HTN
CREB5,PRKCA,0.705,DEG_HTN
CREB5,PRKCB,0.737,DEG_HTN
CREB5,ATF6B,0.909,DEG_HTN
CRISP1,GART,0.831,DEG_HTN
CRTAP,COL1A1,0.971,DEG_HTN
CRTAP,TMEM38B,0.833,DEG_HTN
CTH,MARS1,0.948,DEG_HTN
CTH,LDHAL6B,0.838,DEG_HTN
CTH,MTR,0.994,DEG_HTN
CTH,SQOR,0.752,DEG_HTN
CTH,PPCS,0.81,DEG_HTN
CTH,MPST,0.998,DEG_HTN
CTH,CBS,0.999,DEG_HTN
CUL1,CRBN,0.73,DEG_HTN
CUL1,MDM2,0.741,DEG_HTN
CUL1,SMAD2,0.926,DEG_HTN
CUL1,CCNE1,0.959,DEG_HTN
CUL1,CUL3,0.978,DEG_HTN
CUL1,ANK1,0.742,DEG_HTN
CUL1,RPS27A,0.977,DEG_HTN
CUL1,UBXN1,0.715,DEG_HTN
CUL1,FBXO22,0.968,DEG_HTN
CUL1,UBA1,0.759,DEG_HTN
CUL1,IKBKB,0.762,DEG_HTN
CUL1,SNW1,0.775,DEG_HTN
CUL1,FBXO40,0.775,DEG_HTN
CUL1,UBE2L5,0.838,DEG_HTN
CUL1,CHEK1,0.9,DEG_HTN
CUL1,FBXL7,0.96,DEG_HTN
CUL1,UBC,0.976,DEG_HTN
CUL1,ELOC,0.983,DEG_HTN
CUL1,FBXL18,0.983,DEG_HTN
CUL1,UBE2D2,0.993,DEG_HTN
CUL1,BTRC,0.999,DEG_HTN
CUL1,FBXL5,0.999,DEG_HTN
CUL3,CUL9,0.749,DEG_HTN
CUL3,CCNE1,0.816,DEG_HTN
CUL3,UBA1,0.702,DEG_HTN
CUL3,SEC31A,0.716,DEG_HTN
CUL3,ANK1,0.771,DEG_HTN
CUL3,ELOC,0.779,DEG_HTN
CUL3,UBC,0.832,DEG_HTN
CUL3,ZBTB16,0.925,DEG_HTN
CUL3,RHOBTB3,0.931,DEG_HTN
CUL3,BTRC,0.932,DEG_HTN
CUL3,CUL1,0.978,DEG_HTN
CUL9,CUL3,0.749,DEG_HTN
CXCL12,CCR7,0.999,DEG_HTN
CXCL12,PDGFRA,0.806,DEG_HTN
CXCL12,EGFR,0.897,DEG_HTN
CXCL12,CXCR2,0.998,DEG_HTN
CXCL12,CXCL14,0.998,DEG_HTN
CXCL12,HMGB1,0.984,DEG_HTN
CXCL12,SDC1,0.702,DEG_HTN
CXCL12,CD8A,0.701,DEG_HTN
CXCL12,SELL,0.72,DEG_HTN
CXCL12,PECAM1,0.745,DEG_HTN
CXCL12,PTPRC,0.827,DEG_HTN
CXCL12,CCR3,0.931,DEG_HTN
CXCL14,CCR7,0.768,DEG_HTN
CXCL14,CXCR2,0.802,DEG_HTN
CXCL14,CCR3,0.747,DEG_HTN
CXCL14,CXCL12,0.998,DEG_HTN
CXCR2,CCR7,0.782,DEG_HTN
CXCR2,IQGAP1,0.77,DEG_HTN
CXCR2,CCR3,0.776,DEG_HTN
CXCR2,CXCL14,0.802,DEG_HTN
CXCR2,SELL,0.816,DEG_HTN
CXCR2,FPR1,0.836,DEG_HTN
CXCR2,ARRB2,0.89,DEG_HTN
CXCR2,ARRB1,0.953,DEG_HTN
CXCR2,CXCL12,0.998,DEG_HTN
CYB5R3,AHSP,0.785,DEG_HTN
CYB5R3,MARC2,0.7,DEG_HTN
CYFIP2,RAC2,0.945,DEG_HTN
CYFIP2,EIF4E2,0.904,DEG_HTN
CYFIP2,NCKAP1L,0.999,DEG_HTN
CYFIP2,ARPC2,0.801,DEG_HTN
CYLD,TNFRSF1A,0.999,DEG_HTN
CYLD,RPS27A,0.975,DEG_HTN
CYLD,NOD2,0.888,DEG_HTN
CYLD,SHARPIN,0.936,DEG_HTN
CYLD,IKBKB,0.868,DEG_HTN
CYLD,UBC,0.995,DEG_HTN
CYLD,SPATA2,0.997,DEG_HTN
CYP24A1,CA4,0.77,DEG_HTN
CYP2C18,RBP4,0.716,DEG_HTN
CYP2C18,KIF20B,0.756,DEG_HTN
CYP2C18,GSTM1,0.792,DEG_HTN
CYP2C18,CYP4A22,0.942,DEG_HTN
CYP2C18,EPHX1,0.946,DEG_HTN
CYP2C18,CYP3A7,0.967,DEG_HTN
CYP3A7,CYP2C18,0.967,DEG_HTN
CYP3A7,NDOR1,0.838,DEG_HTN
CYP3A7,CYP4A22,0.941,DEG_HTN
CYP4A22,CYP2C18,0.942,DEG_HTN
CYP4A22,CYP3A7,0.941,DEG_HTN
CYP4F11,NDOR1,0.869,DEG_HTN
DAAM1,DAAM2,0.909,DEG_HTN
DAAM2,DAAM1,0.909,DEG_HTN
DAG1,NRXN2,0.997,DEG_HTN
DAG1,LAMB2,0.763,DEG_HTN
DAG1,CAV3,0.994,DEG_HTN
DAG1,GRB2,0.921,DEG_HTN
DAG1,SNTB1,0.915,DEG_HTN
DAG1,AGR2,0.885,DEG_HTN
DARS1,MARS1,0.999,DEG_HTN
DARS1,QRSL1,0.938,DEG_HTN
DARS1,AIMP1,0.994,DEG_HTN
DARS1,KARS1,0.996,DEG_HTN
DBN1,CAP1,0.801,DEG_HTN
DBN1,CAPZB,0.829,DEG_HTN
DBN1,ZMYND8,0.955,DEG_HTN
DCTN6,HAP1,0.8,DEG_HTN
DCTN6,CAPZA1,0.974,DEG_HTN
DCTN6,CAPZB,0.98,DEG_HTN
DDX42,SF3B2,0.979,DEG_HTN
DDX42,ZMAT5,0.741,DEG_HTN
DDX50,DDX54,0.72,DEG_HTN
DDX54,UTP3,0.864,DEG_HTN
DDX54,NAT10,0.822,DEG_HTN
DDX54,DHX8,0.864,DEG_HTN
DDX54,WDR3,0.753,DEG_HTN
DDX54,UTP14A,0.719,DEG_HTN
